states,year,quarter,trans_type,trans_counts,amount
lakshadweep,2018,4,Financial Services,6,389.8932323919954
lakshadweep,2018,4,Others,11,8312.430483153179
lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929
lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514
lakshadweep,2019,1,Merchant payments,113,183062.1455975621
lakshadweep,2019,1,Others,12,27795.441220958
lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296
lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196
lakshadweep,2019,2,Merchant payments,137,190716.5411561734
lakshadweep,2019,2,Others,23,12340.30958308919
lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635
lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446
lakshadweep,2019,3,Merchant payments,111,215159.68119447332
lakshadweep,2019,3,Others,10,10278.678434187355
lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766
lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.24667049
lakshadweep,2019,4,Merchant payments,188,211413.62244321496
lakshadweep,2019,4,Financial Services,2,34.39721181625656
lakshadweep,2019,4,Others,21,56896.23813384895
lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999
lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26183683
lakshadweep,2020,1,Merchant payments,387,216594.03077193064
lakshadweep,2020,1,Others,12,33192.017283045374
lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572
lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092
lakshadweep,2020,2,Merchant payments,472,971609.4583537824
lakshadweep,2020,2,Financial Services,60,158593.59701229632
lakshadweep,2020,2,Others,15,32419.70309265505
lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269
lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.61874283
lakshadweep,2020,3,Merchant payments,903,842981.169451366
lakshadweep,2020,3,Financial Services,27,45457.50970027798
lakshadweep,2020,3,Others,17,42055.45694608544
lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799237
lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665
lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938
lakshadweep,2020,4,Financial Services,22,13968.7539965527
lakshadweep,2020,4,Others,32,86826.16675951776
lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.01742214
lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704
lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906
lakshadweep,2021,1,Financial Services,19,15929.095105497145
lakshadweep,2021,1,Others,46,92715.5843109472
lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295
lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483
lakshadweep,2021,2,Merchant payments,1743,1525331.91465294
lakshadweep,2021,2,Financial Services,29,15052.01849600818
lakshadweep,2021,2,Others,44,101366.40306045808
lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52016985
lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956
lakshadweep,2021,3,Merchant payments,2450,2750367.063028222
lakshadweep,2021,3,Financial Services,48,137227.35390598277
lakshadweep,2021,3,Others,32,73174.28816768769
lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120766
lakshadweep,2021,4,Recharge & bill payments,5355,2093901.291802684
lakshadweep,2021,4,Merchant payments,2872,4071239.087436496
lakshadweep,2021,4,Financial Services,27,19994.54194636028
lakshadweep,2021,4,Others,62,116381.74598782149
lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763
lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537
lakshadweep,2022,1,Merchant payments,3048,3838358.358629393
lakshadweep,2022,1,Financial Services,39,38274.22628876488
lakshadweep,2022,1,Others,63,149355.3310943247
lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901
lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198
lakshadweep,2022,2,Merchant payments,3602,4895657.060086848
lakshadweep,2022,2,Financial Services,59,87127.8249489804
lakshadweep,2022,2,Others,51,108944.34272364664
lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238
lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425
lakshadweep,2022,3,Merchant payments,3142,5469200.646094429
lakshadweep,2022,3,Financial Services,64,63629.88416689246
lakshadweep,2022,3,Others,61,81636.9547320153
lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243
lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154202395
lakshadweep,2022,4,Merchant payments,3819,5250991.002376802
lakshadweep,2022,4,Financial Services,35,26453.0247779254
lakshadweep,2022,4,Others,50,61304.43025482374
madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551904
madhya-pradesh,2018,1,Financial Services,230519,43374288.98373024
madhya-pradesh,2018,1,Merchant payments,196394,170119673.712754
madhya-pradesh,2018,1,Others,346002,210261540.7414958
madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445.890336
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.49263
madhya-pradesh,2018,2,Merchant payments,397135,339308203.1707404
madhya-pradesh,2018,2,Financial Services,305553,53860331.80574275
madhya-pradesh,2018,2,Others,264797,243218603.3198562
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544346
madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856.675655
madhya-pradesh,2018,3,Merchant payments,784995,465390819.5901336
madhya-pradesh,2018,3,Financial Services,359440,46120458.63885435
madhya-pradesh,2018,3,Others,260780,212770861.2234169
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544
madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.927803
madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926
madhya-pradesh,2018,4,Others,297532,259296894.0382775
madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.350108
madhya-pradesh,2019,1,Financial Services,290838,28901169.29249904
madhya-pradesh,2019,1,Others,315553,239879105.5972368
madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155
madhya-pradesh,2019,2,Financial Services,149197,18869661.51348576
madhya-pradesh,2019,2,Others,451751,313802065.4154737
madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742
madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.4608345
madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132
madhya-pradesh,2019,3,Others,466385,278578703.0441117
madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935
madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999017
madhya-pradesh,2019,4,Financial Services,127116,24020060.93213319
madhya-pradesh,2019,4,Others,392270,190456045.32494444
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.3847
madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.257929
madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
madhya-pradesh,2020,1,Financial Services,68055,30645714.401902907
madhya-pradesh,2020,1,Others,351379,170790656.3033978
madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.012121
madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.63472
madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
madhya-pradesh,2020,2,Others,215376,104956802.1743797
madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.659657
madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
madhya-pradesh,2020,3,Financial Services,131725,122971108.0706019
madhya-pradesh,2020,3,Others,316321,144259293.3158339
madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.2234
madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.32556
madhya-pradesh,2020,4,Financial Services,149532,132590450.0707424
madhya-pradesh,2020,4,Others,487537,264996097.6059612
madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.506615
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.0394
madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
madhya-pradesh,2021,1,Others,445569,274786748.1299523
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.1048
madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.84866
madhya-pradesh,2021,2,Financial Services,188726,177313389.66602692
madhya-pradesh,2021,2,Others,526333,317753606.0115695
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.62772
madhya-pradesh,2021,3,Financial Services,174454,180366422.5824598
madhya-pradesh,2021,3,Others,742972,408508699.4365407
madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.0232
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.15663
madhya-pradesh,2021,4,Financial Services,247925,246488171.3779264
madhya-pradesh,2021,4,Others,996331,568617375.5894115
madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
madhya-pradesh,2022,1,Financial Services,222923,219927120.15944028
madhya-pradesh,2022,1,Others,909453,495513514.75128734
madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35928
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
madhya-pradesh,2022,2,Financial Services,157672,153944499.7449031
madhya-pradesh,2022,2,Others,713506,381178326.3209058
madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
madhya-pradesh,2022,3,Financial Services,240678,236981163.63162848
madhya-pradesh,2022,3,Others,750665,442608716.718932
madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81735
madhya-pradesh,2022,4,Financial Services,286931,278304972.6470296
madhya-pradesh,2022,4,Others,785003,521508120.7286146
maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.2235346
maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.7509
maharashtra,2018,1,Merchant payments,616779,576964070.7366859
maharashtra,2018,1,Financial Services,235051,60997258.06029972
maharashtra,2018,1,Others,637197,506188032.9539564
maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.681482
maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
maharashtra,2018,2,Merchant payments,1306326,1226121649.498959
maharashtra,2018,2,Financial Services,262875,85545909.43528841
maharashtra,2018,2,Others,559987,536758077.8463879
maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.98048
maharashtra,2018,3,Merchant payments,2797204,1702220875.434385
maharashtra,2018,3,Financial Services,234598,52348968.006728604
maharashtra,2018,3,Others,664880,492227795.6386977
maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
maharashtra,2018,4,Merchant payments,6047705,3985195742.248014
maharashtra,2018,4,Financial Services,325121,77345546.53012432
maharashtra,2018,4,Others,821705,621519669.4818641
maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.0887
maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651281
maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
maharashtra,2019,1,Financial Services,287569,49487746.20873056
maharashtra,2019,1,Others,821624,569019903.8604957
maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.43427
maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
maharashtra,2019,2,Financial Services,182840,45291636.105074815
maharashtra,2019,2,Others,1170993,765228265.7976472
maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.55753
maharashtra,2019,3,Merchant payments,54683738,17545729507.39597
maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.73959
maharashtra,2019,3,Financial Services,231467,54108447.39407451
maharashtra,2019,3,Others,1519376,814284077.8637519
maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.2169
maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.04444
maharashtra,2019,4,Financial Services,129755,49622863.824426055
maharashtra,2019,4,Others,1501192,672210824.9770112
maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.4256
maharashtra,2020,1,Financial Services,123476,91363684.1276232
maharashtra,2020,1,Others,1215959,558931962.876125
maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416138
maharashtra,2020,2,Merchant payments,48965388,32859184582.21904
maharashtra,2020,2,Financial Services,206461,211733275.7829895
maharashtra,2020,2,Others,466502,242917371.3033281
maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
maharashtra,2020,3,Financial Services,325453,333669599.6188361
maharashtra,2020,3,Others,658737,331024593.0721529
maharashtra,2020,4,Merchant payments,189845640,103804638603.7461
maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.8229
maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
maharashtra,2020,4,Financial Services,398409,418399992.53957707
maharashtra,2020,4,Others,1078433,627692680.4078207
maharashtra,2021,1,Merchant payments,253043309,129493046208.1572
maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.159615
maharashtra,2021,1,Financial Services,439551,492900202.6831521
maharashtra,2021,1,Others,966668,630909553.4508264
maharashtra,2021,2,Merchant payments,247194293,150864465217.023
maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
maharashtra,2021,2,Financial Services,504252,536780917.0359157
maharashtra,2021,2,Others,1094842,699738247.6695637
maharashtra,2021,3,Merchant payments,390051884,216701984638.9893
maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.05604
maharashtra,2021,3,Financial Services,448646,579098938.658318
maharashtra,2021,3,Others,1477851,873324624.1826177
maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.222
maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
maharashtra,2021,4,Financial Services,606265,707102765.3058928
maharashtra,2021,4,Others,1918093,1188658731.117536
maharashtra,2022,1,Merchant payments,646277671,340240479374.3683
maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
maharashtra,2022,1,Financial Services,583243,677612619.2786882
maharashtra,2022,1,Others,1758926,1084139453.7274752
maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.811
maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
maharashtra,2022,2,Financial Services,490152,559321829.4503716
maharashtra,2022,2,Others,1542719,930827919.3035388
maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.913
maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
maharashtra,2022,3,Financial Services,521362,571583115.6687979
maharashtra,2022,3,Others,1222420,831183386.4681726
maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9612
maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
maharashtra,2022,4,Financial Services,620124,699276779.1906543
maharashtra,2022,4,Others,1228291,914951674.4842072
manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
manipur,2018,1,Peer-to-peer payments,26382,115495173.5579644
manipur,2018,1,Financial Services,2660,412579.53985461866
manipur,2018,1,Merchant payments,1614,3616475.6407912206
manipur,2018,1,Others,3201,2058760.6368871084
manipur,2018,2,Recharge & bill payments,77991,11541247.78442091
manipur,2018,2,Peer-to-peer payments,60365,232157389.79148027
manipur,2018,2,Financial Services,5992,1241901.2660397931
manipur,2018,2,Merchant payments,4041,5366759.827729835
manipur,2018,2,Others,3332,2902422.6498233806
manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
manipur,2018,3,Recharge & bill payments,81323,13912990.484925142
manipur,2018,3,Merchant payments,7396,9180953.977358334
manipur,2018,3,Financial Services,2577,333081.6368315
manipur,2018,3,Others,2758,2135468.510417797
manipur,2018,4,Recharge & bill payments,113507,18898063.28238317
manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
manipur,2018,4,Merchant payments,13333,20685433.284307167
manipur,2018,4,Financial Services,1452,307325.2437723951
manipur,2018,4,Others,2946,3783141.5353601994
manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
manipur,2019,1,Recharge & bill payments,120000,22106830.36914923
manipur,2019,1,Merchant payments,15190,14580183.38070752
manipur,2019,1,Financial Services,800,174777.17283837448
manipur,2019,1,Others,2352,3116398.755848917
manipur,2019,2,Peer-to-peer payments,120153,679785849.1398684
manipur,2019,2,Recharge & bill payments,116500,23573234.27306028
manipur,2019,2,Merchant payments,18044,15996651.145700552
manipur,2019,2,Financial Services,387,91955.01538259834
manipur,2019,2,Others,2341,3342252.5754885403
manipur,2019,3,Recharge & bill payments,180057,36634657.04914341
manipur,2019,3,Peer-to-peer payments,144965,803335616.6325191
manipur,2019,3,Merchant payments,17683,20490224.44304125
manipur,2019,3,Financial Services,358,367865.7884662621
manipur,2019,3,Others,1945,2723638.649764262
manipur,2019,4,Recharge & bill payments,212136,44202546.5739608
manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069
manipur,2019,4,Merchant payments,23094,30486780.44638214
manipur,2019,4,Financial Services,548,240641.7657683481
manipur,2019,4,Others,1639,2709234.857456133
manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467
manipur,2020,1,Recharge & bill payments,285234,62688260.37954809
manipur,2020,1,Merchant payments,78067,74202067.0664826
manipur,2020,1,Financial Services,622,354184.4660589617
manipur,2020,1,Others,3145,3252467.224386716
manipur,2020,2,Peer-to-peer payments,533206,2980242535.0754437
manipur,2020,2,Recharge & bill payments,450830,107589094.2989046
manipur,2020,2,Merchant payments,92110,106540409.2988668
manipur,2020,2,Financial Services,1676,1457570.8004862317
manipur,2020,2,Others,5246,3106603.331810386
manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
manipur,2020,3,Recharge & bill payments,464659,113190539.1496906
manipur,2020,3,Merchant payments,170653,195132026.6311202
manipur,2020,3,Financial Services,1878,1593035.944066228
manipur,2020,3,Others,8192,4775719.8143366445
manipur,2020,4,Peer-to-peer payments,892853,5172499337.5304365
manipur,2020,4,Recharge & bill payments,436450,114202616.3486976
manipur,2020,4,Merchant payments,289050,307902115.3820773
manipur,2020,4,Financial Services,1806,2448402.9142817147
manipur,2020,4,Others,7693,5172086.283260544
manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667422
manipur,2021,1,Recharge & bill payments,796590,223955812.5864439
manipur,2021,1,Merchant payments,377280,433297594.1352152
manipur,2021,1,Financial Services,3398,4385333.175490812
manipur,2021,1,Others,8438,6280890.914669826
manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
manipur,2021,2,Merchant payments,510734,531484849.4914169
manipur,2021,2,Financial Services,4165,4256098.232237183
manipur,2021,2,Others,10603,7145346.314942012
manipur,2021,3,Peer-to-peer payments,1819423,9134806594.528189
manipur,2021,3,Recharge & bill payments,1368584,367664440.5323726
manipur,2021,3,Merchant payments,735707,889317377.086526
manipur,2021,3,Financial Services,3460,5625517.975461649
manipur,2021,3,Others,14222,9447098.78230339
manipur,2021,4,Peer-to-peer payments,2199970,10998828287.52904
manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
manipur,2021,4,Merchant payments,1013985,1229517397.456187
manipur,2021,4,Financial Services,4671,5941100.580610943
manipur,2021,4,Others,17325,11393578.84222715
manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
manipur,2022,1,Recharge & bill payments,1528476,469035958.3484127
manipur,2022,1,Merchant payments,1247205,1489604137.209088
manipur,2022,1,Financial Services,4878,6057615.527015026
manipur,2022,1,Others,15494,10435303.87979853
manipur,2022,2,Peer-to-peer payments,2843426,12704512238.8096
manipur,2022,2,Merchant payments,1709547,1757831052.0706978
manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
manipur,2022,2,Financial Services,4069,4753628.558008127
manipur,2022,2,Others,14812,7175748.992065379
manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
manipur,2022,3,Merchant payments,1829741,2010460357.0881655
manipur,2022,3,Recharge & bill payments,1379911,432182393.8403873
manipur,2022,3,Financial Services,4524,4671353.405444902
manipur,2022,3,Others,11300,6411090.828254536
manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472109
manipur,2022,4,Merchant payments,1828984,2074698993.4220653
manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
manipur,2022,4,Financial Services,4691,5754919.963910458
manipur,2022,4,Others,9959,5742049.403589871
meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356
meghalaya,2018,1,Peer-to-peer payments,13274,55943496.51588632
meghalaya,2018,1,Merchant payments,1605,2395888.4397623385
meghalaya,2018,1,Financial Services,532,144318.2545571151
meghalaya,2018,1,Others,2303,1738080.43060439
meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296
meghalaya,2018,2,Peer-to-peer payments,19894,101140464.6623984
meghalaya,2018,2,Merchant payments,2929,3663446.436220131
meghalaya,2018,2,Financial Services,592,580648.3434132106
meghalaya,2018,2,Others,1817,1962212.2350756056
meghalaya,2018,3,Recharge & bill payments,60625,14231601.45337125
meghalaya,2018,3,Peer-to-peer payments,40832,187460582.0575471
meghalaya,2018,3,Merchant payments,5802,5458930.689379572
meghalaya,2018,3,Financial Services,748,552674.5783359876
meghalaya,2018,3,Others,2283,2149872.755760235
meghalaya,2018,4,Recharge & bill payments,82962,18100891.63734417
meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927
meghalaya,2018,4,Merchant payments,15768,14434314.19334248
meghalaya,2018,4,Financial Services,763,190875.1884897996
meghalaya,2018,4,Others,2687,2918155.279504664
meghalaya,2019,1,Recharge & bill payments,98817,23006751.7955049
meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898
meghalaya,2019,1,Merchant payments,16073,14297275.23052785
meghalaya,2019,1,Financial Services,659,62335.064750311045
meghalaya,2019,1,Others,2498,2738667.957962149
meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233357
meghalaya,2019,2,Peer-to-peer payments,97407,446537199.1735683
meghalaya,2019,2,Merchant payments,22588,15600927.00662913
meghalaya,2019,2,Financial Services,460,106800.75308155928
meghalaya,2019,2,Others,3019,3437756.744766518
meghalaya,2019,3,Recharge & bill payments,155949,38916251.421657145
meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315
meghalaya,2019,3,Merchant payments,31201,23461321.88981022
meghalaya,2019,3,Financial Services,421,584192.9488108774
meghalaya,2019,3,Others,2811,3035023.204323471
meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875
meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696
meghalaya,2019,4,Merchant payments,24430,25344714.50557894
meghalaya,2019,4,Financial Services,382,124511.63613216748
meghalaya,2019,4,Others,2351,2485447.192519395
meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793
meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.393576
meghalaya,2020,1,Merchant payments,57245,44125206.34755945
meghalaya,2020,1,Financial Services,473,402779.89033132966
meghalaya,2020,1,Others,2329,2207471.061039081
meghalaya,2020,2,Recharge & bill payments,382662,100570200.2527169
meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9111594
meghalaya,2020,2,Merchant payments,46014,48980521.41595118
meghalaya,2020,2,Financial Services,1186,2944583.114737345
meghalaya,2020,2,Others,3263,2488953.643832149
meghalaya,2020,3,Recharge & bill payments,342484,97662913.13408674
meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.71261
meghalaya,2020,3,Merchant payments,55595,67511647.1349487
meghalaya,2020,3,Financial Services,1587,4049966.8133478058
meghalaya,2020,3,Others,3465,2821792.5880408054
meghalaya,2020,4,Recharge & bill payments,350006,102794647.7641504
meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.067054
meghalaya,2020,4,Merchant payments,111471,115136797.589423
meghalaya,2020,4,Financial Services,1809,2774557.112070617
meghalaya,2020,4,Others,4470,3678221.666272167
meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.318895
meghalaya,2021,1,Recharge & bill payments,306634,106098525.6561472
meghalaya,2021,1,Merchant payments,108805,147747773.0189682
meghalaya,2021,1,Financial Services,1777,3981898.045775197
meghalaya,2021,1,Others,3437,2941223.950049905
meghalaya,2021,2,Recharge & bill payments,389959,129031455.7077258
meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.797046
meghalaya,2021,2,Merchant payments,147406,173894963.0043967
meghalaya,2021,2,Financial Services,1766,2306496.854595862
meghalaya,2021,2,Others,4052,3342835.526834045
meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644
meghalaya,2021,3,Recharge & bill payments,418429,144363692.7522
meghalaya,2021,3,Merchant payments,199427,270311210.89072233
meghalaya,2021,3,Financial Services,1556,2379067.1150075165
meghalaya,2021,3,Others,5045,3937887.553600684
meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197
meghalaya,2021,4,Recharge & bill payments,447310,165277548.4594013
meghalaya,2021,4,Merchant payments,314445,442464385.0377933
meghalaya,2021,4,Financial Services,1989,2464327.924231136
meghalaya,2021,4,Others,6756,5348877.036531466
meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7001143
meghalaya,2022,1,Recharge & bill payments,459530,192026788.6045704
meghalaya,2022,1,Merchant payments,405859,563004043.9315958
meghalaya,2022,1,Financial Services,2134,3019251.8598936894
meghalaya,2022,1,Others,6218,5116238.235718384
meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.157877
meghalaya,2022,2,Merchant payments,591364,714995836.5962032
