states,year,quarter,trans_type,trans_counts,amount
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Merchant payments,1531,1580762.779739072
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Financial Services,1364,353171.5523814913
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.95056825
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Recharge & bill payments,122834,30595592.00768239
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Peer-to-peer payments,69215,261995613.0548204
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Merchant payments,3544,4685536.036433555
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Financial Services,2996,383806.08546730166
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.471747881
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Recharge & bill payments,157113,39790820.29359456
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Peer-to-peer payments,119346,396698085.4104552
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Merchant payments,7465,5693604.7441260815
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Financial Services,1477,297647.8958984856
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334100959
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Peer-to-peer payments,194214,582082154.4115133
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Recharge & bill payments,185793,49972030.112854846
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Merchant payments,15739,19577328.03937304
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Financial Services,2996,371674.6991335743
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,5340,6747429.538011953
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Peer-to-peer payments,408465,757657638.3173952
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Recharge & bill payments,225998,62660761.88806932
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Merchant payments,20694,17043867.88608146
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Financial Services,1645,221064.6189234741
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Others,5012,5786443.339431095
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Peer-to-peer payments,244134,734034142.8087387
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Recharge & bill payments,198184,63874445.5524188
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Merchant payments,40781,20816136.24196917
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Financial Services,748,155149.75618074698
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,5809,5561402.205763446
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Recharge & bill payments,319142,104597035.07984868
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Peer-to-peer payments,249944,821178569.0593252
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Merchant payments,63616,30634658.23749445
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Financial Services,533,425044.051413688
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,5516,4636167.420289769
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Recharge & bill payments,351819,125809568.3505591
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Peer-to-peer payments,324464,1051976410.547205
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Merchant payments,86758,45361559.23824883
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Financial Services,1019,267762.49056630814
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,4911,3225961.384460643
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Recharge & bill payments,407577,153340696.30393672
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Peer-to-peer payments,329005,1119439489.500513
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Merchant payments,137040,66713356.79814301
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Financial Services,668,418783.1260904173
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,4289,2851043.563834071
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Recharge & bill payments,525974,178877986.72486582
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Peer-to-peer payments,323909,1052118443.366452
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Merchant payments,118801,68938500.71228051
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Financial Services,1826,993268.2971840606
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,2642,1448254.787275234
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380.1868608
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928.231915
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844.4907236
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Financial Services,1635,1778864.0123306382
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,3978,2268098.077531771
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Peer-to-peer payments,666995,2153786522.547576
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Merchant payments,631443,316510115.8051566
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Recharge & bill payments,509971,224246669.7783347
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Financial Services,2453,1683959.5099964456
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,6929,4283833.187441602
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756.223016
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132.380636
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144.7320097
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008.9716834244
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.886159251
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.427944
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.650641936
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.064355
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.165042
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.710613
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.417511825
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.697026
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.8235702
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.337481
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.722602901
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.058646
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.52700937
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.198835
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498823
delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
delhi,2018,1,Merchant payments,339809,375393115.1913132
delhi,2018,1,Financial Services,136240,45588429.27157573
delhi,2018,1,Others,318588,344277514.7923026
delhi,2018,2,Recharge & bill payments,4511737,2078183615.800634
delhi,2018,2,Peer-to-peer payments,3542716,14348179103.10983
delhi,2018,2,Merchant payments,837001,631597790.6002588
delhi,2018,2,Financial Services,205991,66584728.19594695
delhi,2018,2,Others,276278,321754664.4984691
delhi,2018,3,Peer-to-peer payments,8557153,22670122888.86821
delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
delhi,2018,3,Merchant payments,3808395,1048422633.7093568
delhi,2018,3,Financial Services,274526,45051151.35143037
delhi,2018,3,Others,601339,350405916.1523186
delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
delhi,2018,4,Merchant payments,9958967,2738429838.9392734
delhi,2018,4,Recharge & bill payments,7483633,3961160542.5700665
delhi,2018,4,Financial Services,265004,58162003.43614492
delhi,2018,4,Others,1506866,575852739.0031942
delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
delhi,2019,1,Merchant payments,13875931,3996618719.79948
delhi,2019,1,Recharge & bill payments,10744978,5521320539.356213
delhi,2019,1,Financial Services,223095,30997039.69755583
delhi,2019,1,Others,1947036,670171769.6522964
delhi,2019,2,Merchant payments,20891431,6816878922.844399
delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
delhi,2019,2,Financial Services,137774,33985068.68378611
delhi,2019,2,Others,2702543,866678928.4439986
delhi,2019,3,Merchant payments,29453368,9857221391.94036
delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29779
delhi,2019,3,Recharge & bill payments,11133404,10406524192.88448
delhi,2019,3,Financial Services,92061,27952186.986432
delhi,2019,3,Others,3657065,1000670778.347806
delhi,2019,4,Peer-to-peer payments,33040093,105858524152.3844
delhi,2019,4,Merchant payments,32537378,12864577363.07057
delhi,2019,4,Recharge & bill payments,11609898,9500486080.988453
delhi,2019,4,Financial Services,57063,21512527.97398922
delhi,2019,4,Others,3500565,779367300.4732571
delhi,2020,1,Merchant payments,33951545,14470782771.05468
delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
delhi,2020,1,Recharge & bill payments,12822919,9498791147.929192
delhi,2020,1,Financial Services,46529,39908838.24852887
delhi,2020,1,Others,2515816,619460878.9909674
delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
delhi,2020,2,Merchant payments,24963931,12708327043.86833
delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
delhi,2020,2,Financial Services,64790,75405868.16164647
delhi,2020,2,Others,288854,162694793.1586959
delhi,2020,3,Peer-to-peer payments,41498638,140074023548.1563
delhi,2020,3,Merchant payments,40973792,21858176583.0589
delhi,2020,3,Recharge & bill payments,13448341,12883226305.336542
delhi,2020,3,Financial Services,85689,114341865.2645722
delhi,2020,3,Others,485401,234194502.84422824
delhi,2020,4,Merchant payments,54581166,31106554562.7951
delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
delhi,2020,4,Recharge & bill payments,14862946,12921793576.576847
delhi,2020,4,Financial Services,114862,160007919.76894262
delhi,2020,4,Others,1349515,530676173.2537967
delhi,2021,1,Merchant payments,72615587,39861532639.01234
delhi,2021,1,Peer-to-peer payments,61957428,210823551741.4093
delhi,2021,1,Recharge & bill payments,21164274,15447408658.77873
delhi,2021,1,Financial Services,153039,203106852.4238785
delhi,2021,1,Others,1468676,592745151.8683048
delhi,2021,2,Merchant payments,75620295,42933366743.23575
delhi,2021,2,Peer-to-peer payments,68497718,223034955527.7531
delhi,2021,2,Recharge & bill payments,25026678,15310096462.74644
delhi,2021,2,Financial Services,158170,190019761.4974139
delhi,2021,2,Others,854403,472659189.3086124
delhi,2021,3,Merchant payments,115250887,64006915630.532616
delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
delhi,2021,3,Recharge & bill payments,28427032,20934734871.90896
delhi,2021,3,Financial Services,144460,220660990.2206633
delhi,2021,3,Others,1645353,690472449.1489255
delhi,2021,4,Merchant payments,149204611,88990516304.07437
delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
delhi,2021,4,Recharge & bill payments,30127352,22290161823.24864
delhi,2021,4,Financial Services,199280,287950130.2492174
delhi,2021,4,Others,771824,569713470.6592032
delhi,2022,1,Merchant payments,174454937,98212381475.5724
delhi,2022,1,Peer-to-peer payments,125111881,415305045689.3095
delhi,2022,1,Recharge & bill payments,29435981,22482865572.90493
delhi,2022,1,Financial Services,195184,271039329.10874933
delhi,2022,1,Others,1801878,693588769.393249
delhi,2022,2,Merchant payments,233412802,121657706565.0125
delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
delhi,2022,2,Recharge & bill payments,32971294,26876059610.02211
delhi,2022,2,Financial Services,160827,209425798.8201316
delhi,2022,2,Others,641727,426563425.6544647
delhi,2022,3,Merchant payments,276635347,134292748569.0627
delhi,2022,3,Peer-to-peer payments,160580425,509428627035.33856
delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
delhi,2022,3,Financial Services,195218,265479580.4156591
delhi,2022,3,Others,608782,448676465.8346824
delhi,2022,4,Merchant payments,305621913,153114813286.2442
delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
delhi,2022,4,Recharge & bill payments,36775874,31954251758.092308
delhi,2022,4,Financial Services,228639,299454652.7780056
delhi,2022,4,Others,606931,477098950.5964618
goa,2018,1,Recharge & bill payments,85991,18273814.16270872
goa,2018,1,Peer-to-peer payments,59651,268175048.0699297
goa,2018,1,Merchant payments,7880,11036031.73565796
goa,2018,1,Financial Services,1191,520105.642400422
goa,2018,1,Others,6184,5851742.732386975
goa,2018,2,Recharge & bill payments,120943,30994284.170441043
goa,2018,2,Peer-to-peer payments,87878,419492232.5241037
goa,2018,2,Merchant payments,12456,20162855.70611957
goa,2018,2,Financial Services,1903,733429.427283199
goa,2018,2,Others,6395,7221023.530667527
goa,2018,3,Recharge & bill payments,158797,40314972.942088366
goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
goa,2018,3,Merchant payments,21587,26634198.17885101
goa,2018,3,Financial Services,1867,468171.3648398488
goa,2018,3,Others,6963,6281208.620754639
goa,2018,4,Peer-to-peer payments,246426,1021902315.442675
goa,2018,4,Recharge & bill payments,212122,54832855.89468471
goa,2018,4,Merchant payments,45586,66666113.92145965
goa,2018,4,Financial Services,2523,723599.2328183289
goa,2018,4,Others,8098,8880194.430766659
goa,2019,1,Peer-to-peer payments,378848,1310759847.814664
goa,2019,1,Recharge & bill payments,275277,78212835.0406034
goa,2019,1,Merchant payments,74527,75946974.41483101
goa,2019,1,Financial Services,2013,499592.0966860995
goa,2019,1,Others,8147,9904147.90979165
goa,2019,2,Peer-to-peer payments,373759,1391933790.754776
goa,2019,2,Recharge & bill payments,278060,93218689.41694948
goa,2019,2,Merchant payments,104592,92873008.6474504
goa,2019,2,Financial Services,1211,515859.8076807977
goa,2019,2,Others,10819,13325754.760758922
goa,2019,3,Peer-to-peer payments,475178,1704668027.015978
goa,2019,3,Recharge & bill payments,453806,157952854.9501171
goa,2019,3,Merchant payments,150578,123948570.5685749
goa,2019,3,Financial Services,1510,1282344.8444824044
goa,2019,3,Others,11344,12515394.11768832
goa,2019,4,Peer-to-peer payments,698728,2484453030.3184505
goa,2019,4,Recharge & bill payments,552421,205602115.1462514
goa,2019,4,Merchant payments,250893,218404664.86385107
goa,2019,4,Financial Services,1497,649712.8451498008
goa,2019,4,Others,11733,14350825.32576531
goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
goa,2020,1,Recharge & bill payments,678079,244739382.2070185
goa,2020,1,Merchant payments,373110,298421548.1046571
goa,2020,1,Financial Services,1762,1816477.569247236
goa,2020,1,Others,11088,13707055.38915557
goa,2020,2,Recharge & bill payments,758617,241196540.93798912
goa,2020,2,Peer-to-peer payments,493326,1766723888.202512
goa,2020,2,Merchant payments,221358,168591711.9469356
goa,2020,2,Financial Services,3081,3328361.317987765
goa,2020,2,Others,5710,3775927.611346662
goa,2020,3,Peer-to-peer payments,759351,2723430713.344406
goa,2020,3,Recharge & bill payments,696770,280187505.0339355
goa,2020,3,Merchant payments,446880,353193881.4783259
goa,2020,3,Financial Services,4985,6418950.466847964
goa,2020,3,Others,7545,5112530.621144422
goa,2020,4,Peer-to-peer payments,1550251,5407626413.043345
goa,2020,4,Merchant payments,1389834,1123844212.517181
goa,2020,4,Recharge & bill payments,839199,345088772.3784919
goa,2020,4,Financial Services,7287,10386560.38667797
goa,2020,4,Others,14810,12846789.25423626
goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
goa,2021,1,Merchant payments,2195509,1768358976.7158573
goa,2021,1,Recharge & bill payments,880682,410604192.7268899
goa,2021,1,Financial Services,8138,12207778.14863873
goa,2021,1,Others,11764,12687278.26183929
goa,2021,2,Merchant payments,1869384,1411529033.665019
goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
goa,2021,2,Recharge & bill payments,953219,383804809.3560881
goa,2021,2,Financial Services,8303,12371843.844825162
goa,2021,2,Others,12392,10115549.032816991
goa,2021,3,Merchant payments,2865625,2143135314.8979309
goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
goa,2021,3,Recharge & bill payments,1017351,438838003.2298236
goa,2021,3,Financial Services,8337,12943224.07382146
goa,2021,3,Others,16145,12416377.59749352
goa,2021,4,Merchant payments,5474662,4384250602.937037
goa,2021,4,Peer-to-peer payments,4408822,13618351952.66609
goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
goa,2021,4,Financial Services,11320,17101084.66037453
goa,2021,4,Others,23775,21819163.1997744
goa,2022,1,Merchant payments,6364271,4682000388.389215
goa,2022,1,Peer-to-peer payments,4640380,14449830641.55571
goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
goa,2022,1,Financial Services,11677,17490493.19245399
goa,2022,1,Others,20699,20720407.59517404
goa,2022,2,Merchant payments,7812998,5736211013.6866455
goa,2022,2,Peer-to-peer payments,5097942,16372343177.228302
goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
goa,2022,2,Financial Services,10666,13192736.02810038
goa,2022,2,Others,15071,12525197.296362748
goa,2022,3,Merchant payments,7595135,5112175255.359402
goa,2022,3,Peer-to-peer payments,4449008,13780955270.35272
goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
goa,2022,3,Financial Services,9992,12650738.42084387
goa,2022,3,Others,11683,11368868.03761505
goa,2022,4,Merchant payments,10319138,6739205748.43176
goa,2022,4,Peer-to-peer payments,5652373,17421974714.96234
goa,2022,4,Recharge & bill payments,1195865,734121700.6400626
goa,2022,4,Financial Services,12147,15705663.12696776
goa,2022,4,Others,13151,13978544.17801686
gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
gujarat,2018,1,Merchant payments,145436,166036667.5708913
gujarat,2018,1,Financial Services,122117,27986679.00971316
gujarat,2018,1,Others,250296,186165067.57372183
gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.38688
gujarat,2018,2,Merchant payments,275503,356984574.1205573
gujarat,2018,2,Financial Services,140704,38598263.22838031
gujarat,2018,2,Others,202928,185541007.527258
gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.7593
gujarat,2018,3,Recharge & bill payments,5117168,1938041688.967853
gujarat,2018,3,Merchant payments,573440,466209496.8015111
gujarat,2018,3,Financial Services,136468,24930605.60733972
gujarat,2018,3,Others,219873,164477497.1394802
gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.78019
gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815268
gujarat,2018,4,Merchant payments,1656377,1088373316.058025
gujarat,2018,4,Financial Services,133915,30699273.16507
gujarat,2018,4,Others,316405,207297005.697784
gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.30865
gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
gujarat,2019,1,Merchant payments,2493340,1296376125.1752782
gujarat,2019,1,Financial Services,114539,19581520.56940021
gujarat,2019,1,Others,323272,204585378.7719153
gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46584
gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
gujarat,2019,2,Merchant payments,5486791,2526448415.35857
gujarat,2019,2,Financial Services,70502,17349813.389733132
gujarat,2019,2,Others,442607,271280936.6247084
gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
gujarat,2019,3,Merchant payments,11788077,4211116461.291188
gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
gujarat,2019,3,Financial Services,78609,20507001.233050566
gujarat,2019,3,Others,482985,256386015.2468171
gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
gujarat,2019,4,Merchant payments,9964076,5480269119.720947
gujarat,2019,4,Financial Services,63498,20202767.26414788
gujarat,2019,4,Others,444434,194846362.42851493
gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
gujarat,2020,1,Merchant payments,12191478,7210758662.281933
gujarat,2020,1,Financial Services,50753,27460255.45966168
gujarat,2020,1,Others,367621,165535312.3927878
gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990005
gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.229126
gujarat,2020,2,Merchant payments,9645967,7196610931.561442
gujarat,2020,2,Financial Services,59617,53132341.30500819
gujarat,2020,2,Others,173543,92274135.40504412
gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
gujarat,2020,3,Merchant payments,18338969,12749796641.7854
gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
gujarat,2020,3,Financial Services,92278,84723188.62104334
gujarat,2020,3,Others,246851,124456073.2416335
gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.362
gujarat,2020,4,Merchant payments,28430460,20844321156.65293
gujarat,2020,4,Recharge & bill payments,18943669,10441981826.08086
gujarat,2020,4,Financial Services,113371,120056733.88652492
gujarat,2020,4,Others,373789,243470065.4568177
gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.0293
gujarat,2021,1,Merchant payments,35815382,26512643894.00317
gujarat,2021,1,Recharge & bill payments,22088838,11996115292.37784
gujarat,2021,1,Financial Services,126380,137612317.73580322
gujarat,2021,1,Others,316472,235440836.3042438
gujarat,2021,2,Merchant payments,42593432,33542305033.8295
gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.3019
gujarat,2021,2,Recharge & bill payments,27127405,13750783181.94422
gujarat,2021,2,Financial Services,128647,136119996.7022825
gujarat,2021,2,Others,349525,249278437.3391409
gujarat,2021,3,Merchant payments,62934471,48197579736.51646
gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.624
gujarat,2021,3,Recharge & bill payments,29580901,15945997372.05868
gujarat,2021,3,Financial Services,125167,163304131.14365232
gujarat,2021,3,Others,473656,304418273.2454592
gujarat,2021,4,Merchant payments,84846502,68717933161.8696
gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.636
gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
gujarat,2021,4,Financial Services,175393,209214620.7057898
gujarat,2021,4,Others,591265,377657202.7539646
gujarat,2022,1,Merchant payments,101648378,79563412221.78397
gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.3083
gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
gujarat,2022,1,Financial Services,160423,187077879.3846649
gujarat,2022,1,Others,496289,316261089.40738213
gujarat,2022,2,Merchant payments,131610193,95585623258.23604
gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.5976
gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
gujarat,2022,2,Financial Services,125180,142685436.4192669
gujarat,2022,2,Others,468796,278978567.18363523
gujarat,2022,3,Merchant payments,161264265,109018764232.9939
gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
gujarat,2022,3,Recharge & bill payments,38383683,28649040040.50214
gujarat,2022,3,Financial Services,152053,162173602.8459629
gujarat,2022,3,Others,404941,269479241.0969004
gujarat,2022,4,Merchant payments,186533503,125585214989.03
gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
gujarat,2022,4,Recharge & bill payments,39167297,30789927498.95329
gujarat,2022,4,Financial Services,179101,194314203.0080444
gujarat,2022,4,Others,407639,295484431.27800745
haryana,2018,1,Recharge & bill payments,2368002,535578755.0794511
haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
haryana,2018,1,Merchant payments,167816,173513595.3537558
haryana,2018,1,Financial Services,128636,27501068.014126312
haryana,2018,1,Others,209123,242110585.52640373
haryana,2018,2,Recharge & bill payments,3054284,984897276.6519808
haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
haryana,2018,2,Merchant payments,369916,334118261.4534411
haryana,2018,2,Financial Services,167570,38145882.441803865
haryana,2018,2,Others,170208,217328211.71769935
haryana,2018,3,Peer-to-peer payments,3753981,14429454356.34578
haryana,2018,3,Recharge & bill payments,3203386,1310467515.060588
haryana,2018,3,Merchant payments,1003057,427387637.93353707
haryana,2018,3,Financial Services,100452,17323790.814170152
haryana,2018,3,Others,201148,190505707.4736181
haryana,2018,4,Peer-to-peer payments,5905032,22416919746.938683
haryana,2018,4,Recharge & bill payments,4116262,1671040703.731761
haryana,2018,4,Merchant payments,2413446,1013407379.896309
haryana,2018,4,Financial Services,120711,22252543.62175617
haryana,2018,4,Others,394732,267255642.2674202
haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
haryana,2019,1,Merchant payments,3361995,1292375556.315086
haryana,2019,1,Financial Services,101786,15201736.002431491
haryana,2019,1,Others,473192,258437718.15887585
haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
haryana,2019,2,Recharge & bill payments,5902923,2838724048.08961
haryana,2019,2,Merchant payments,5738283,2292901816.143204
haryana,2019,2,Financial Services,57488,12080285.227121709
haryana,2019,2,Others,655560,301748850.18049383
haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
haryana,2019,3,Merchant payments,9386779,3615636827.811816
haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
haryana,2019,3,Financial Services,61503,16715100.88021799
